"date","river","obs","mle","mu_l","sd_l","mle_rescaled","flow_cfs"
2019-01-01,"abernathy",1.14453810284149,1.14453810284149,4.14206345954052,1.11314506655646,225,225
2019-01-02,"abernathy",1.00672119298076,1.00672119298076,4.14206345954052,1.11314506655646,193,193
2019-01-03,"abernathy",1.0020544006343,1.0020544006343,4.14206345954052,1.11314506655646,192,192
2019-01-04,"abernathy",1.07826987558536,1.07826987558536,4.14206345954052,1.11314506655646,209,209
2019-01-05,"abernathy",0.983140954552235,0.983140954552235,4.14206345954052,1.11314506655646,188,188
2019-01-06,"abernathy",1.0020544006343,1.0020544006343,4.14206345954052,1.11314506655646,192,192
2019-01-07,"abernathy",0.963820736669499,0.963820736669499,4.14206345954052,1.11314506655646,184,184
2019-01-08,"abernathy",0.963820736669499,0.963820736669499,4.14206345954052,1.11314506655646,184,184
2019-01-09,"abernathy",0.963820736669499,0.963820736669499,4.14206345954052,1.11314506655646,184,184
2019-01-10,"abernathy",1.25697910151672,1.25697910151672,4.14206345954052,1.11314506655646,255,255
2019-01-11,"abernathy",1.14453810284149,1.1445381028415,4.14206345954052,1.11314506655646,225,225
2019-01-12,"abernathy",1.02969828963966,1.02969828963966,4.14206345954052,1.11314506655646,198,198
2019-01-13,"abernathy",0.897996251337147,0.897996251337147,4.14206345954052,1.11314506655646,171,171
2019-01-14,"abernathy",0.78625545184502,0.78625545184502,4.14206345954052,1.11314506655646,151,151
2019-01-15,"abernathy",0.672226550844871,0.672226550844871,4.14206345954052,1.11314506655646,133,133
2019-01-16,"abernathy",0.579824052257783,0.579824052257783,4.14206345954052,1.11314506655646,120,120
2019-01-17,"abernathy",0.564725284970987,0.564725284970987,4.14206345954052,1.11314506655646,118,118
2019-01-18,"abernathy",0.768227646077629,0.768227646077629,4.14206345954052,1.11314506655646,148,148
2019-01-19,"abernathy",1.11614527214504,1.11614527214504,4.14206345954052,1.11314506655646,218,218
2019-01-20,"abernathy",0.903234490705921,0.903234490705921,4.14206345954052,1.11314506655646,172,172
2019-01-21,"abernathy",0.78625545184502,0.78625545184502,4.14206345954052,1.11314506655646,151,151
2019-01-22,"abernathy",0.838264826146969,0.838264826146969,4.14206345954052,1.11314506655646,160,160
2019-01-23,"abernathy",1.42076867600405,1.42076867600405,4.14206345954052,1.11314506655646,306,306
2019-01-24,"abernathy",1.26049517452349,1.26049517452349,4.14206345954052,1.11314506655646,256,256
2019-01-25,"abernathy",1.12842367065688,1.12842367065688,4.14206345954052,1.11314506655646,221,221
2019-01-26,"abernathy",1.0020544006343,1.0020544006343,4.14206345954052,1.11314506655646,192,192
2019-01-27,"abernathy",0.88209573878836,0.88209573878836,4.14206345954052,1.11314506655646,168,168
2019-01-28,"abernathy",0.768227646077629,0.768227646077629,4.14206345954052,1.11314506655646,148,148
2019-01-29,"abernathy",0.665446477104141,0.665446477104141,4.14206345954052,1.11314506655646,132,132
2019-01-30,"abernathy",0.564725284970987,0.564725284970987,4.14206345954052,1.11314506655646,118,118
2019-01-31,"abernathy",0.468380672237478,0.468380672237478,4.14206345954052,1.11314506655646,106,106
2019-02-01,"abernathy",0.424973412283228,0.424973412283228,4.14206345954052,1.11314506655646,101,101
2019-02-02,"abernathy",0.371844151038876,0.371844151038876,4.14206345954052,1.11314506655646,95.2,95.2
2019-02-03,"abernathy",0.28574977687437,0.28574977687437,4.14206345954052,1.11314506655646,86.5,86.5
2019-02-04,"abernathy",0.220052825102268,0.220052825102268,4.14206345954052,1.11314506655646,80.4,80.4
2019-02-05,"abernathy",0.130847721503811,0.130847721503811,4.14206345954052,1.11314506655646,72.8,72.8
2019-02-06,"abernathy",0.0481820371425493,0.0481820371425493,4.14206345954052,1.11314506655646,66.4,66.4
2019-02-07,"abernathy",-0.0177690484586757,-0.0177690484586757,4.14206345954052,1.11314506655646,61.7,61.7
2019-02-08,"abernathy",-0.0265478366215003,-0.0265478366215003,4.14206345954052,1.11314506655646,61.1,61.1
2019-02-09,"abernathy",-0.009075217642893,-0.00907521764289299,4.14206345954052,1.11314506655646,62.3,62.3
2019-02-10,"abernathy",-0.095274620997481,-0.095274620997481,4.14206345954052,1.11314506655646,56.6,56.6
2019-02-11,"abernathy",0.336232467793965,0.336232467793965,4.14206345954052,1.11314506655646,91.5,91.5
2019-02-12,"abernathy",1.08255797683655,1.08255797683655,4.14206345954052,1.11314506655646,210,210
2019-02-13,"abernathy",0.913620219168825,0.913620219168825,4.14206345954052,1.11314506655646,174,174
2019-02-14,"abernathy",0.854953024416043,0.854953024416042,4.14206345954052,1.11314506655646,163,163
2019-02-15,"abernathy",0.865908715152331,0.865908715152331,4.14206345954052,1.11314506655646,165,165
2019-02-16,"abernathy",0.934038268675945,0.934038268675945,4.14206345954052,1.11314506655646,178,178
2019-02-17,"abernathy",0.865908715152331,0.865908715152331,4.14206345954052,1.11314506655646,165,165
2019-02-18,"abernathy",0.756004933634706,0.756004933634706,4.14206345954052,1.11314506655646,146,146
2019-02-19,"abernathy",0.743613626745114,0.743613626745114,4.14206345954052,1.11314506655646,144,144
2019-02-20,"abernathy",0.826964607887212,0.826964607887212,4.14206345954052,1.11314506655646,158,158
2019-02-21,"abernathy",0.724700180663049,0.724700180663049,4.14206345954052,1.11314506655646,141,141
2019-02-22,"abernathy",0.672226550844871,0.672226550844871,4.14206345954052,1.11314506655646,133,133
2019-02-23,"abernathy",0.616496715818642,0.616496715818643,4.14206345954052,1.11314506655646,125,125
2019-02-24,"abernathy",0.609280970145788,0.609280970145788,4.14206345954052,1.11314506655646,124,124
2019-02-25,"abernathy",0.557079660044277,0.557079660044277,4.14206345954052,1.11314506655646,117,117
2019-02-26,"abernathy",0.476815997184734,0.476815997184734,4.14206345954052,1.11314506655646,107,107
2019-02-27,"abernathy",0.424973412283228,0.424973412283228,4.14206345954052,1.11314506655646,101,101
2019-02-28,"abernathy",0.361403557485389,0.361403557485389,4.14206345954052,1.11314506655646,94.1,94.1
2019-03-01,"abernathy",0.323377409057403,0.323377409057403,4.14206345954052,1.11314506655646,90.2,90.2
2019-03-02,"abernathy",0.296075815924512,0.296075815924512,4.14206345954052,1.11314506655646,87.5,87.5
2019-03-03,"abernathy",0.244304385076857,0.244304385076857,4.14206345954052,1.11314506655646,82.6,82.6
2019-03-04,"abernathy",0.180068549008758,0.180068549008758,4.14206345954052,1.11314506655646,76.9,76.9
2019-03-05,"abernathy",0.14310378480919,0.14310378480919,4.14206345954052,1.11314506655646,73.8,73.8
2019-03-06,"abernathy",0.13699665383582,0.136996653835819,4.14206345954052,1.11314506655646,73.3,73.3
2019-03-07,"abernathy",0.140665912196601,0.140665912196601,4.14206345954052,1.11314506655646,73.6,73.6
2019-03-08,"abernathy",0.0968960270683226,0.0968960270683226,4.14206345954052,1.11314506655646,70.1,70.1
2019-03-09,"abernathy",0.0427538906794334,0.0427538906794334,4.14206345954052,1.11314506655646,66,66
2019-03-10,"abernathy",0.00523010862153048,0.00523010862153049,4.14206345954052,1.11314506655646,63.3,63.3
2019-03-11,"abernathy",-0.00619587060606512,-0.00619587060606511,4.14206345954052,1.11314506655646,62.5,62.5
2019-03-12,"abernathy",0.373729472835624,0.373729472835624,4.14206345954052,1.11314506655646,95.4,95.4
2019-03-13,"abernathy",0.288860070251657,0.288860070251657,4.14206345954052,1.11314506655646,86.8,86.8
2019-03-14,"abernathy",0.263670882510716,0.263670882510716,4.14206345954052,1.11314506655646,84.4,84.4
2019-03-15,"abernathy",0.294020081603117,0.294020081603117,4.14206345954052,1.11314506655646,87.3,87.3
2019-03-16,"abernathy",0.392368222462778,0.392368222462778,4.14206345954052,1.11314506655646,97.4,97.4
2019-03-17,"abernathy",0.476815997184734,0.476815997184734,4.14206345954052,1.11314506655646,107,107
2019-03-18,"abernathy",0.564725284970987,0.564725284970987,4.14206345954052,1.11314506655646,118,118
2019-03-19,"abernathy",0.579824052257783,0.579824052257783,4.14206345954052,1.11314506655646,120,120
2019-03-20,"abernathy",0.557079660044277,0.557079660044277,4.14206345954052,1.11314506655646,117,117
2019-03-21,"abernathy",0.493452685720333,0.493452685720333,4.14206345954052,1.11314506655646,109,109
2019-03-22,"abernathy",0.416034477770452,0.416034477770452,4.14206345954052,1.11314506655646,100,100
2019-03-23,"abernathy",0.334266700037098,0.334266700037098,4.14206345954052,1.11314506655646,91.3,91.3
2019-03-24,"abernathy",0.259403152363653,0.259403152363653,4.14206345954052,1.11314506655646,84,84
2019-03-25,"abernathy",0.23556119678035,0.23556119678035,4.14206345954052,1.11314506655646,81.8,81.8
2019-03-26,"abernathy",0.215572239722261,0.215572239722261,4.14206345954052,1.11314506655646,80,80
2019-03-27,"abernathy",0.158790713394052,0.158790713394052,4.14206345954052,1.11314506655646,75.1,75.1
2019-03-28,"abernathy",0.10073242652043,0.10073242652043,4.14206345954052,1.11314506655646,70.4,70.4
2019-03-29,"abernathy",0.0207072503506615,0.0207072503506615,4.14206345954052,1.11314506655646,64.4,64.4
2019-03-30,"abernathy",-0.0398789956129158,-0.0398789956129158,4.14206345954052,1.11314506655646,60.2,60.2
2019-03-31,"abernathy",-0.101645963352194,-0.101645963352194,4.14206345954052,1.11314506655646,56.2,56.2
2019-04-01,"abernathy",-0.116148878431626,-0.116148878431626,4.14206345954052,1.11314506655646,55.3,55.3
2019-04-02,"abernathy",-0.145876589239973,-0.145876589239973,4.14206345954052,1.11314506655646,53.5,53.5
2019-04-03,"abernathy",-0.187108552684132,-0.187108552684132,4.14206345954052,1.11314506655646,51.1,51.1
2019-04-04,"abernathy",-0.23587549700973,-0.23587549700973,4.14206345954052,1.11314506655646,48.4,48.4
2019-04-05,"abernathy",-0.106454300467814,-0.106454300467814,4.14206345954052,1.11314506655646,55.9,55.9
2019-04-06,"abernathy",-0.0368993726278777,-0.0368993726278778,4.14206345954052,1.11314506655646,60.4,60.4
2019-04-07,"abernathy",0.260471987119638,0.260471987119638,4.14206345954052,1.11314506655646,84.1,84.1
2019-04-08,"abernathy",0.223398659533807,0.223398659533807,4.14206345954052,1.11314506655646,80.7,80.7
2019-04-09,"abernathy",0.250806383349751,0.250806383349751,4.14206345954052,1.11314506655646,83.2,83.2
2019-04-10,"abernathy",0.333282200753435,0.333282200753435,4.14206345954052,1.11314506655646,91.2,91.2
2019-04-11,"abernathy",0.803928589147388,0.803928589147388,4.14206345954052,1.11314506655646,154,154
2019-04-12,"abernathy",0.849424665391449,0.84942466539145,4.14206345954052,1.11314506655646,162,162
2019-04-13,"abernathy",0.803928589147388,0.803928589147388,4.14206345954052,1.11314506655646,154,154
2019-04-14,"abernathy",0.780286290305973,0.780286290305973,4.14206345954052,1.11314506655646,150,150
2019-04-15,"abernathy",0.743613626745114,0.743613626745114,4.14206345954052,1.11314506655646,144,144
2019-04-16,"abernathy",0.637802588098778,0.637802588098778,4.14206345954052,1.11314506655646,128,128
2019-04-17,"abernathy",0.564725284970987,0.564725284970987,4.14206345954052,1.11314506655646,118,118
2019-04-18,"abernathy",0.468380672237478,0.468380672237478,4.14206345954052,1.11314506655646,106,106
2019-04-19,"abernathy",0.415135672786589,0.415135672786589,4.14206345954052,1.11314506655646,99.9,99.9
2019-04-20,"abernathy",0.34793759112586,0.34793759112586,4.14206345954052,1.11314506655646,92.7,92.7
2019-04-21,"abernathy",0.259403152363653,0.259403152363653,4.14206345954052,1.11314506655646,84,84
2019-04-22,"abernathy",0.21219707417503,0.21219707417503,4.14206345954052,1.11314506655646,79.7,79.7
2019-04-23,"abernathy",0.190521413619426,0.190521413619426,4.14206345954052,1.11314506655646,77.8,77.8
2019-04-24,"abernathy",0.11214429424361,0.11214429424361,4.14206345954052,1.11314506655646,71.3,71.3
2019-04-25,"abernathy",0.054921419885359,0.054921419885359,4.14206345954052,1.11314506655646,66.9,66.9
2019-04-26,"abernathy",-0.0192262353255103,-0.0192262353255102,4.14206345954052,1.11314506655646,61.6,61.6
2019-04-27,"abernathy",-0.059491229735078,-0.059491229735078,4.14206345954052,1.11314506655646,58.9,58.9
2019-04-28,"abernathy",-0.137519733568779,-0.137519733568779,4.14206345954052,1.11314506655646,54,54
2019-04-29,"abernathy",-0.190631519969351,-0.190631519969351,4.14206345954052,1.11314506655646,50.9,50.9
2019-04-30,"abernathy",-0.254630990474872,-0.254630990474872,4.14206345954052,1.11314506655646,47.4,47.4
2019-05-01,"abernathy",-0.303307875079359,-0.303307875079359,4.14206345954052,1.11314506655646,44.9,44.9
2019-05-02,"abernathy",-0.348440244635687,-0.348440244635687,4.14206345954052,1.11314506655646,42.7,42.7
2019-05-03,"abernathy",-0.387131389644358,-0.387131389644358,4.14206345954052,1.11314506655646,40.9,40.9
2019-05-04,"abernathy",-0.455567169713919,-0.455567169713919,4.14206345954052,1.11314506655646,37.9,37.9
2019-05-05,"abernathy",-0.521960159904278,-0.521960159904278,4.14206345954052,1.11314506655646,35.2,35.2
2019-05-06,"abernathy",-0.51180914222166,-0.51180914222166,4.14206345954052,1.11314506655646,35.6,35.6
2019-05-07,"abernathy",-0.514336163596616,-0.514336163596616,4.14206345954052,1.11314506655646,35.5,35.5
2019-05-08,"abernathy",-0.527079008548386,-0.527079008548386,4.14206345954052,1.11314506655646,35,35
2019-05-09,"abernathy",-0.596422745506155,-0.596422745506155,4.14206345954052,1.11314506655646,32.4,32.4
2019-05-10,"abernathy",-0.633210945753745,-0.633210945753745,4.14206345954052,1.11314506655646,31.1,31.1
2019-05-11,"abernathy",-0.633210945753745,-0.633210945753745,4.14206345954052,1.11314506655646,31.1,31.1
2019-05-12,"abernathy",-0.641918821750218,-0.641918821750218,4.14206345954052,1.11314506655646,30.8,30.8
2019-05-13,"abernathy",-0.727541246596576,-0.727541246596576,4.14206345954052,1.11314506655646,28,28
2019-05-14,"abernathy",-0.590894386481563,-0.590894386481563,4.14206345954052,1.11314506655646,32.6,32.6
2019-05-15,"abernathy",-0.633210945753745,-0.633210945753745,4.14206345954052,1.11314506655646,31.1,31.1
2019-05-16,"abernathy",-0.527079008548386,-0.527079008548386,4.14206345954052,1.11314506655646,35,35
2019-05-17,"abernathy",-0.633210945753745,-0.633210945753745,4.14206345954052,1.11314506655646,31.1,31.1
2019-05-18,"abernathy",-0.727541246596576,-0.727541246596576,4.14206345954052,1.11314506655646,28,28
2019-05-19,"abernathy",-0.443793010263305,-0.443793010263305,4.14206345954052,1.11314506655646,38.4,38.4
2019-05-20,"abernathy",-0.633210945753745,-0.633210945753745,4.14206345954052,1.11314506655646,31.1,31.1
2019-05-21,"abernathy",-0.686771173394697,-0.686771173394697,4.14206345954052,1.11314506655646,29.3,29.3
2019-05-22,"abernathy",-0.815090784458873,-0.815090784458873,4.14206345954052,1.11314506655646,25.4,25.4
2019-05-23,"abernathy",-0.881122125926618,-0.881122125926618,4.14206345954052,1.11314506655646,23.6,23.6
2019-05-24,"abernathy",-0.862287987326965,-0.862287987326965,4.14206345954052,1.11314506655646,24.1,24.1
2019-05-25,"abernathy",-0.787232567525395,-0.787232567525395,4.14206345954052,1.11314506655646,26.2,26.2
2019-05-26,"abernathy",-0.862287987326965,-0.862287987326965,4.14206345954052,1.11314506655646,24.1,24.1
2019-05-27,"abernathy",-0.93202297907487,-0.93202297907487,4.14206345954052,1.11314506655646,22.3,22.3
2019-05-28,"abernathy",-0.952394725177272,-0.952394725177272,4.14206345954052,1.11314506655646,21.8,21.8
2019-05-29,"abernathy",-0.977466738660127,-0.977466738660127,4.14206345954052,1.11314506655646,21.2,21.2
2019-05-30,"abernathy",-1.03431597767556,-1.03431597767556,4.14206345954052,1.11314506655646,19.9,19.9
2019-05-31,"abernathy",-1.10471926065281,-1.10471926065281,4.14206345954052,1.11314506655646,18.4,18.4
2019-06-01,"abernathy",-1.11948708098194,-1.11948708098194,4.14206345954052,1.11314506655646,18.1,18.1
2019-06-02,"abernathy",-1.11948708098194,-1.11948708098194,4.14206345954052,1.11314506655646,18.1,18.1
2019-06-03,"abernathy",-1.12946891152577,-1.12946891152577,4.14206345954052,1.11314506655646,17.9,17.9
2019-06-04,"abernathy",-1.16009763402324,-1.16009763402324,4.14206345954052,1.11314506655646,17.3,17.3
2019-06-05,"abernathy",-1.14977159497309,-1.14977159497309,4.14206345954052,1.11314506655646,17.5,17.5
2019-06-06,"abernathy",-1.12446413252901,-1.12446413252901,4.14206345954052,1.11314506655646,18,18
2019-06-07,"abernathy",-0.815090784458873,-0.815090784458873,4.14206345954052,1.11314506655646,25.4,25.4
2019-06-08,"abernathy",-0.790667965617966,-0.790667965617966,4.14206345954052,1.11314506655646,26.1,26.1
2019-06-09,"abernathy",-1.03431597767556,-1.03431597767556,4.14206345954052,1.11314506655646,19.9,19.9
2019-06-10,"abernathy",-1.13450172864637,-1.13450172864637,4.14206345954052,1.11314506655646,17.8,17.8
2019-06-11,"abernathy",-1.23590751254931,-1.23590751254931,4.14206345954052,1.11314506655646,15.9,15.9
